Player,DOB,Age,Height,Country,Foot,ContractExp
keita-balde,"Mar 8, 1995",24,"1,84 m",Senegal  Spain,both,30.06.2022
youcef-atal,"May 17, 1996",23,"1,76 m",Algeria,both,30.06.2023
mike-maignan,"Jul 3, 1995",24,"1,91 m",France  French Guiana,right,30.06.2022
alexandre-olliero,"Feb 15, 1996",23,"1,93 m",France,right,30.06.2023
saad-agouzoul,"Aug 10, 1997",22,"1,92 m",Morocco,left,30.06.2024
denis-petric,"May 24, 1988",31,"1,86 m",Serbia  Slovenia,right,30.06.2021
alexandre-phliponeau,"Jan 26, 2000",19,"1,80 m",France,right,30.06.2022
abdoulaye-toure,"Oct 14, 2000",19,NaN,France  Mali,NaN,-
jordan-marie,"Sep 29, 1991",28,"1,77 m",France,right,30.06.2020
jean-charles-castelletto,"Jan 26, 1995",24,"1,85 m",Cameroon  France,both,30.06.2020
anthony-lopes,"Oct 1, 1990",29,"1,84 m",Portugal  France,left,30.06.2022
hyun-jun-suk,"Jun 29, 1991",28,"1,90 m","Korea, South",right,30.06.2022
danilo,"Feb 28, 1996",23,"1,82 m",Brazil,left,30.06.2021
morgan-sanson,"Aug 18, 1994",25,"1,80 m",France,right,30.06.2022
benjamin-henrichs,"Feb 23, 1997",22,"1,83 m",Germany  Ghana,right,30.06.2023
mathieu-dossevi,"Feb 12, 1988",31,"1,74 m",Togo  France,right,30.06.2020
martin-terrier,"Mar 4, 1997",22,"1,84 m",France,right,30.06.2022
florent-mollet,"Nov 19, 1991",27,"1,75 m",France,right,30.06.2022
joachim-andersen,"May 31, 1996",23,"1,92 m",Denmark,right,30.06.2024
gael-kakuta,"Jun 21, 1991",28,"1,73 m",DR Congo  France,left,30.06.2022
axel-disasi,"Mar 11, 1998",21,"1,90 m",France  DR Congo,right,30.06.2021
yassine-benrahou,"Jan 24, 1999",20,"1,70 m",Morocco  France,right,30.06.2022
eric-maxim-choupo-moting,"Mar 23, 1989",30,"1,91 m",Cameroon  Germany,right,30.06.2020
stoppila-sunzu,"Jun 22, 1989",30,"1,90 m",Zambia,right,30.06.2020
enock-kwateng,"Apr 9, 1997",22,"1,81 m",France  Ghana,right,30.06.2023
maxime-lopez,"Dec 4, 1997",21,"1,67 m",France  Algeria,right,30.06.2021
stephane-bahoken,"May 28, 1992",27,"1,85 m",Cameroon  France,right,30.06.2022
boulaye-dia,"Nov 16, 1996",23,"1,80 m",France,right,30.06.2022
metehan-guclu,"Apr 2, 1999",20,"1,82 m",Turkey  France,left,30.06.2023
romain-philippoteaux,"Mar 2, 1988",31,"1,70 m",France,both,30.06.2022
hamari-traore,"Jan 27, 1992",27,"1,75 m",Mali,right,30.06.2021
stephane-zobo,"Aug 2, 2000",19,"1,88 m",Cameroon,right,30.06.2021
nemanja-radonjic,"Feb 15, 1996",23,"1,85 m",Serbia,both,30.06.2023
gelson-martins,"May 11, 1995",24,"1,73 m",Portugal  Cape Verde,right,30.06.2024
nuno-da-costa,"Feb 10, 1991",28,"1,82 m",Cape Verde  France,right,30.06.2021
john-boye,"Apr 23, 1987",32,"1,84 m",Ghana,right,30.06.2020
hugo-magnetti,"May 30, 1998",21,"1,72 m",France,left,30.06.2021
christophe-herelle,"Aug 22, 1992",27,"1,88 m",France  Martinique,right,30.06.2023
nathan-ngoumou,"Mar 14, 2000",19,"1,82 m",France  Cameroon,right,30.06.2022
ismael-traore,"Aug 18, 1986",33,"1,84 m",Cote d'Ivoire  France,right,30.06.2020
flavien-tait,"Feb 2, 1993",26,"1,75 m",France,right,30.06.2023
nicolas-isimat-mirin,"Nov 15, 1991",28,"1,87 m",France  Guadeloupe,right,30.06.2020
mathias-pereira-lage,"Nov 30, 1996",22,"1,80 m",Portugal  France,right,30.06.2022
gregory-sertic,"Aug 5, 1989",30,"1,83 m",France  Croatia,right,30.06.2020
kalifa-coulibaly,"Aug 21, 1991",28,"1,97 m",Mali,right,30.06.2022
haris-belkebla,"Jan 28, 1994",25,"1,77 m",Algeria  France,right,30.06.2022
juan-bernat,"Mar 1, 1993",26,"1,70 m",Spain,left,30.06.2021
maxwel-cornet,"Sep 27, 1996",23,"1,79 m",Cote d'Ivoire  France,left,30.06.2023
domagoj-bradaric,"Dec 10, 1999",19,"1,78 m",Croatia,left,30.06.2024
kouadio-kone,"May 17, 2001",18,"1,80 m",France,NaN,30.06.2021
marcelo,"May 20, 1987",32,"1,91 m",Brazil,right,30.06.2021
edinson-cavani,"Feb 14, 1987",32,"1,84 m",Uruguay  Italy,right,30.06.2020
mathieu-debuchy,"Jul 28, 1985",34,"1,77 m",France,right,30.06.2021
jean-lucas,"Jun 22, 1998",21,"1,81 m",Brazil,right,30.06.2024
steven-moreira,"Aug 13, 1994",25,"1,80 m",France  Cape Verde,right,30.06.2021
abdoulaye-toure,"Mar 3, 1994",25,"1,88 m",France  Guinea,right,30.06.2022
chadrac-akolo,"Apr 1, 1995",24,"1,72 m",DR Congo,right,30.06.2020
juan-ferney-otero,"May 26, 1995",24,"1,82 m",Colombia,right,30.06.2021
thomas-foket,"Sep 25, 1994",25,"1,77 m",Belgium,right,30.06.2023
anthony-mandrea,"Dec 25, 1996",22,"1,86 m",France,right,30.06.2020
isaac-lihadji,"Apr 10, 2002",17,"1,77 m",France  Comoros,left,30.06.2020
pierrick-capelle,"Apr 15, 1987",32,"1,81 m",France,left,30.06.2021
gaetan-laborde,"May 3, 1994",25,"1,81 m",France,left,30.06.2022
quentin-cornette,"Jan 17, 1994",25,"1,72 m",France,right,30.06.2020
samuel-moutoussamy,"Aug 12, 1996",23,"1,76 m",DR Congo  France,left,30.06.2024
bingourou-kamara,"Oct 21, 1996",23,"1,96 m",France  Mauritania,right,30.06.2021
florent-balmont,"Feb 2, 1980",39,"1,68 m",France,right,30.06.2020
renato-sanches,"Aug 18, 1997",22,"1,76 m",Portugal  Sao Tome and Principe,right,30.06.2023
simon-ngapandouetnbu,"Apr 12, 2003",16,NaN,Cameroon,NaN,30.06.2022
loic-perrin,"Aug 7, 1985",34,"1,81 m",France,right,30.06.2020
jean-eudes-aholou,"Mar 20, 1994",25,"1,87 m",Cote d'Ivoire,left,30.06.2020
vincent-pajot,"Aug 19, 1990",29,"1,80 m",France,right,30.06.2021
jonathan-bumbu,"Feb 11, 1999",20,"1,81 m",France,right,30.06.2022
romain-amalfitano,"Aug 27, 1989",30,"1,75 m",France,right,30.06.2021
maxime-poundje,"Aug 16, 1992",27,"1,79 m",France  Cameroon,left,30.06.2021
dimitri-lienard,"Feb 13, 1988",31,"1,84 m",France,left,30.06.2021
alaixys-romao,"Jan 18, 1984",35,"1,80 m",Togo  France,right,30.06.2021
habib-maiga,"Jan 1, 1996",23,"1,81 m",Cote d'Ivoire,right,30.06.2023
mihailo-ristic,"Oct 31, 1995",24,"1,80 m",Serbia  Bosnia-Herzegovina,left,30.06.2022
thiago-mendes,"Mar 15, 1992",27,"1,77 m",Brazil,right,30.06.2023
andy-pelmard,"Mar 12, 2000",19,"1,79 m",France,left,-
adam-ounas,"Nov 11, 1996",23,"1,72 m",Algeria  France,left,30.06.2020
lucas-deaux,"Dec 26, 1988",30,"1,88 m",France,right,30.06.2021
yehvann-diouf,"Jun 11, 1999",20,"1,84 m",France  Senegal,right,30.06.2023
maxence-caqueret,"Feb 15, 2000",19,"1,74 m",France,right,30.06.2023
fabien-centonze,"Jan 16, 1996",23,"1,82 m",France,right,30.06.2024
sami-ben-amar,"Mar 2, 1998",21,"1,85 m",Morocco  France,right,30.06.2021
joris-gnagnon,"Jan 13, 1997",22,"1,82 m",France  Cote d'Ivoire,right,30.06.2020
laurent-koscielny,"Sep 10, 1985",34,"1,85 m",France  Poland,right,-
xavier-chavalerin,"Mar 7, 1991",28,"1,79 m",France,left,30.06.2022
zeki-celik,"Feb 17, 1997",22,"1,80 m",Turkey,right,30.06.2023
lebo-mothiba,"Jan 28, 1996",23,"1,82 m",South Africa,right,30.06.2023
kamil-glik,"Feb 3, 1988",31,"1,90 m",Poland  Germany,right,30.06.2021
james-lea-siliki,"Jun 12, 1996",23,"1,83 m",France  Cameroon,left,30.06.2023
dennis-appiah,"Jun 9, 1992",27,"1,79 m",France  Ghana,right,30.06.2023
renaud-ripart,"Mar 14, 1993",26,"1,81 m",France,right,30.06.2023
jonathan-bamba,"Mar 26, 1996",23,"1,75 m",France  Cote d'Ivoire,right,30.06.2023
gaetan-charbonnier,"Dec 27, 1988",30,"1,88 m",France,right,30.06.2021
timothe-nkada,"Jul 20, 1999",20,"1,77 m",France,NaN,30.06.2023
pepe-bonet,"Feb 13, 2003",16,"1,93 m",DR Congo  France,NaN,30.06.2022
moreto-cassama,"Feb 16, 1998",21,"1,65 m",Guinea-Bissau  Portugal,right,30.06.2023
leo-lacroix,"Feb 27, 1992",27,"1,97 m",Switzerland  Brazil,right,30.06.2020
madih-talal,"Aug 17, 1997",22,NaN,France,NaN,-
jordan-siebatcheu,"Apr 26, 1996",23,"1,90 m",France  United States,right,30.06.2023
gautier-lloris,"Jul 18, 1995",24,"1,91 m",France,left,30.06.2020
thomas-mangani,"Apr 29, 1987",32,"1,83 m",France  Italy,left,30.06.2020
keagan-dolly,"Jan 22, 1993",26,"1,70 m",South Africa,left,30.06.2021
nicolas-cozza,"Jan 8, 1999",20,"1,78 m",France,left,30.06.2020
memphis-depay,"Feb 13, 1994",25,"1,76 m",Netherlands  Ghana,right,30.06.2021
thilo-kehrer,"Sep 21, 1996",23,"1,86 m",Germany  Burundi,right,30.06.2023
levi-ntumba,"Jan 12, 2001",18,"1,93 m",France,left,30.06.2021
gregory-berthier,"Nov 11, 1995",24,"1,77 m",France,left,30.06.2020
thomas-meunier,"Sep 12, 1991",28,"1,90 m",Belgium,right,30.06.2020
stephane-ruffier,"Sep 27, 1986",33,"1,88 m",France,right,30.06.2021
thomas-monconduit,"Feb 10, 1991",28,"1,84 m",France,right,30.06.2021
benjamin-andre,"Aug 3, 1990",29,"1,80 m",France,right,30.06.2023
adama-traore,"Jun 28, 1995",24,"1,78 m",Mali,left,30.06.2020
marco-verratti,"Nov 5, 1992",27,"1,65 m",Italy,right,30.06.2024
damien-le-tallec,"Apr 19, 1990",29,"1,87 m",France,right,30.06.2022
alexandre-oukidja,"Jul 19, 1988",31,"1,84 m",Algeria  France,right,30.06.2020
bakaye-dibassy,"Aug 11, 1989",30,"1,83 m",Mali  France,left,30.06.2021
toma-basic,"Nov 25, 1996",22,"1,89 m",Croatia,right,30.06.2022
geronimo-rulli,"May 20, 1992",27,"1,89 m",Argentina  Italy,right,30.06.2020
wilfried-kanga,"Feb 21, 1998",21,"1,85 m",France  Cote d'Ivoire,right,30.06.2020
jean-ricner-bellegarde,"Jun 27, 1998",21,"1,70 m",Haiti  France,right,30.06.2023
leo-jardim,"Mar 20, 1995",24,"1,88 m",Brazil  Italy,right,30.06.2024
rayan-ait-nouri,"Jun 6, 2001",18,"1,79 m",France  Algeria,left,30.06.2021
samuel-grandsir,"Aug 14, 1996",23,"1,70 m",France  Senegal,right,30.06.2020
josue-homawoo,"Nov 12, 1997",22,"1,91 m",Togo  France,left,30.06.2020
paul-delecroix,"Oct 14, 1988",31,"1,85 m",France,right,30.06.2020
mehdi-abeid,"Aug 6, 1992",27,"1,78 m",Algeria  France,right,30.06.2022
yaya-sanogo,"Jan 27, 1993",26,"1,94 m",France  Cote d'Ivoire,right,30.06.2020
neymar,"Feb 5, 1992",27,"1,75 m",Brazil,right,30.06.2022
tristan-dingome,"Feb 17, 1991",28,"1,74 m",France  Cameroon,left,30.06.2021
clement-vidal,"Jun 18, 2000",19,"1,81 m",France,right,30.06.2021
nicolas-de-preville,"Jan 8, 1991",28,"1,82 m",France,right,30.06.2021
pietro-pellegri,"Mar 17, 2001",18,"1,88 m",Italy,right,30.06.2022
thierry-ambrose,"Mar 28, 1997",22,"1,78 m",France  Guadeloupe,right,30.06.2020
ibrahim-sangare,"Dec 2, 1997",21,"1,91 m",Cote d'Ivoire,right,30.06.2021
alpha-sissoko,"Mar 7, 1997",22,"1,78 m",France  Mali,right,30.06.2022
jeremy-grimm,"Mar 27, 1987",32,"1,81 m",France,right,30.06.2020
zaydou-youssouf,"Jul 11, 1999",20,"1,82 m",France  Comoros,left,30.06.2023
anthony-gomez-mancini,"Apr 6, 2001",18,"1,80 m",France,left,-
gaetan-paquiez,"Feb 15, 1994",25,"1,82 m",France,right,30.06.2022
thomas-basila,"Apr 30, 1999",20,"1,87 m",France,right,30.06.2021
diafra-sakho,"Dec 24, 1989",29,"1,84 m",Senegal,right,30.06.2020
yann-mvila,"Jun 29, 1990",29,"1,82 m",France,right,30.06.2022
jordan-amavi,"Mar 9, 1994",25,"1,76 m",France,left,30.06.2021
wissam-ben-yedder,"Aug 12, 1990",29,"1,70 m",France  Tunisia,right,30.06.2024
marley-ake,"Jan 5, 2001",18,"1,77 m",France  Cote d'Ivoire,right,30.06.2022
moussa-sylla,"Nov 25, 1999",19,"1,81 m",France  Mali,right,30.06.2020
anthony-caci,"Jul 1, 1997",22,"1,84 m",France,right,30.06.2022
kylian-mbappe,"Dec 20, 1998",20,"1,78 m",France,right,30.06.2022
marcus-coco,"Jun 24, 1996",23,"1,84 m",France  Guadeloupe,right,30.06.2023
william-vainqueur,"Nov 19, 1988",30,"1,79 m",France  Haiti,right,30.06.2020
clement-depres,"Nov 25, 1994",24,"1,88 m",France,right,30.06.2022
wesley-moustache,"Feb 26, 1999",20,"1,77 m",France,left,30.06.2021
opa-nguette,"Jul 8, 1994",25,"1,82 m",Senegal  France,right,30.06.2022
arnaud-lusamba,"Jan 4, 1997",22,"1,79 m",France  DR Congo,right,30.06.2021
yohann-pele,"Nov 4, 1982",37,"1,96 m",France,right,30.06.2020
mitchel-bakker,"Jun 20, 2000",19,"1,85 m",Netherlands,left,30.06.2023
ander-herrera,"Aug 14, 1989",30,"1,82 m",Spain,right,30.06.2024
arthur-zagre,"Oct 4, 2001",18,"1,68 m",France  Burkina Faso,left,30.06.2022
baptiste-reynet,"Oct 28, 1990",29,"1,85 m",France,right,30.06.2022
florian-chabrolle,"Apr 7, 1998",21,"1,71 m",France,right,30.06.2021
timothee-kolodziejczak,"Oct 1, 1991",28,"1,85 m",France  Poland,left,30.06.2020
reinildo-mandava,"Jan 21, 1994",25,"1,80 m",Mozambique,left,30.06.2022
jayson-papeau,"Jun 30, 1996",23,"1,79 m",France  Guadeloupe,NaN,30.06.2022
tiemoue-bakayoko,"Aug 17, 1994",25,"1,89 m",France  Cote d'Ivoire,right,30.06.2020
dimitri-payet,"Mar 29, 1987",32,"1,75 m",France,right,30.06.2021
kevin-strootman,"Feb 13, 1990",29,"1,86 m",Netherlands,left,30.06.2023
thiago-maia,"Mar 23, 1997",22,"1,79 m",Brazil,left,30.06.2022
oumar-solet,"Feb 7, 2000",19,"1,92 m",France  Central African Republic,right,30.06.2022
samuel-kalu,"Aug 26, 1997",22,"1,76 m",Nigeria,right,30.06.2023
daniel-congre,"Apr 5, 1985",34,"1,85 m",France  Guadeloupe,right,30.06.2020
victorien-angban,"Sep 29, 1996",23,"1,80 m",Cote d'Ivoire,right,-
ludovic-blas,"Dec 31, 1997",21,"1,80 m",France  Martinique,left,30.06.2024
louis-pelletier,"Feb 3, 2000",19,"1,86 m",France,right,30.06.2020
matis-carvalho,"Apr 28, 1999",20,"1,87 m",Portugal  France,right,30.06.2020
youssef-ait-bennasser,"Jul 7, 1996",23,"1,84 m",Morocco  France,right,30.06.2020
andy-delort,"Oct 9, 1991",28,"1,82 m",Algeria  France,right,30.06.2023
boris-essele,"Jan 25, 2000",19,"1,89 m",Cameroon,right,30.06.2023
ferris-ngoma,"Jun 15, 1993",26,"1,75 m",France  DR Congo,both,30.06.2021
sergi-palencia,"Mar 23, 1996",23,"1,72 m",Spain,right,30.06.2023
corentin-jean,"Jul 15, 1995",24,"1,70 m",France,right,30.06.2021
abdallah-ali-mohamed,"Apr 11, 1999",20,NaN,Comoros  France,right,30.06.2022
jessy-moulin,"Jan 13, 1986",33,"1,85 m",France,right,30.06.2022
kylian-kaiboue,"Aug 20, 1998",21,"1,82 m",France,left,30.06.2021
henry-onyekuru,"Jun 5, 1997",22,"1,75 m",Nigeria,right,30.06.2024
mahdi-camara,"Jun 30, 1998",21,"1,78 m",France  Mali,right,30.06.2022
denis-bouanga,"Nov 11, 1994",25,"1,80 m",Gabon  France,right,30.06.2023
eduardo-camavinga,"Nov 10, 2002",17,"1,82 m",France  Angola,left,30.06.2022
franck-honorat,"Aug 11, 1996",23,"1,80 m",France,right,30.06.2023
theo-sainte-luce,"Oct 20, 1998",21,"1,81 m",France,left,30.06.2022
fousseni-diabate,"Oct 18, 1995",24,"1,75 m",Mali  France,left,30.06.2020
eddy-gnahore,"Nov 14, 1993",26,"1,88 m",France  Cote d'Ivoire,right,30.06.2022
raphinha,"Dec 14, 1996",22,"1,75 m",Brazil  Italy,left,30.06.2023
romain-perraud,"Sep 22, 1997",22,"1,73 m",France,left,30.06.2023
jean-kevin-duverne,"Jul 12, 1997",22,"1,84 m",France  Haiti,right,30.06.2023
casimir-ninga,"May 17, 1993",26,"1,86 m",Chad,right,30.06.2023
guillaume-dietsch,"Apr 17, 2001",18,"1,84 m",France,right,30.06.2021
adrien-thomasson,"Dec 10, 1993",25,"1,77 m",France  Croatia,left,30.06.2021
romain-thomas,"Jun 12, 1988",31,"1,93 m",France,right,30.06.2022
haithem-loucif,"Jul 8, 1996",23,"1,65 m",Algeria,right,30.06.2023
bafode-diakite,"Jan 6, 2001",18,"1,85 m",France  Guinea,right,30.06.2023
anthony-briancon,"Nov 28, 1994",24,"1,85 m",France,right,30.06.2022
benoit-costil,"Jul 3, 1987",32,"1,88 m",France,right,30.06.2022
naldo,"Sep 10, 1982",37,"1,98 m",Brazil  Germany,right,30.06.2020
nicolas-lemaitre,"Jan 12, 1997",22,"1,85 m",France,right,30.06.2022
jason-denayer,"Jun 28, 1995",24,"1,84 m",Belgium  DR Congo,right,30.06.2022
romain-del-castillo,"Mar 29, 1996",23,"1,72 m",France  Spain,left,30.06.2022
victor-osimhen,"Dec 29, 1998",20,"1,85 m",Nigeria,right,30.06.2024
derick-osei-yaw,"Sep 10, 1998",21,"1,87 m",France  Ghana,right,30.06.2021
yunis-abdelhamid,"Sep 28, 1987",32,"1,90 m",Morocco  France,left,30.06.2020
moussa-dembele,"Jul 12, 1996",23,"1,83 m",France  Mali,right,30.06.2023
matthieu-dreyer,"Mar 20, 1989",30,"1,88 m",France,right,30.06.2020
yacine-adli,"Jul 29, 2000",19,"1,86 m",France  Algeria,right,30.06.2023
theo-valls,"Dec 18, 1995",23,"1,79 m",France,left,30.06.2020
kelvin-amian,"Feb 8, 1998",21,"1,80 m",France  Cote d'Ivoire,right,30.06.2021
loris-benito,"Jan 7, 1992",27,"1,84 m",Switzerland  Spain,left,30.06.2022
