Player,DOB,Age,Height,Country,Foot,ContractExp
rafinha,"Feb 12, 1993",26,"1,74 m",Brazil  Spain,left,30.06.2020
javi-munoz,"Feb 28, 1995",24,"1,79 m",Spain,right,30.06.2021
bryan-gil,"Feb 11, 2001",18,"1,75 m",Spain,left,30.06.2022
koke,"Jan 8, 1992",27,"1,76 m",Spain,right,30.06.2024
enis-bardhi,"Jul 2, 1995",24,"1,72 m",North Macedonia,right,30.06.2022
sergio-escudero,"Sep 2, 1989",30,"1,76 m",Spain,left,30.06.2021
martin-aguirregabiria,"May 10, 1996",23,"1,78 m",Spain,right,30.06.2022
mohammed-salisu,"Apr 17, 1999",20,"1,91 m",Ghana,left,30.06.2022
darwin-machis,"Feb 7, 1993",26,"1,71 m",Venezuela  Spain,right,30.06.2023
pol-lozano,"Oct 6, 1999",20,"1,76 m",Spain,right,30.06.2023
alex-remiro,"Mar 24, 1995",24,"1,91 m",Spain,right,30.06.2023
oscar-rodriguez,"Jun 28, 1998",21,"1,74 m",Spain,NaN,30.06.2020
victor-diaz,"Jun 12, 1988",31,"1,83 m",Spain,right,30.06.2022
roberto-soldado,"May 27, 1985",34,"1,80 m",Spain,right,30.06.2020
mouctar-diakhaby,"Dec 19, 1996",22,"1,92 m",France  Guinea,right,30.06.2023
daniel-torres,"Nov 15, 1989 Happy Birthday",30,"1,83 m",Colombia,NaN,30.06.2020
pape-cheikh,"Aug 8, 1997",22,"1,80 m",Spain  Senegal,right,30.06.2020
jesus-navas,"Nov 21, 1985",33,"1,72 m",Spain,right,30.06.2021
carles-perez,"Feb 16, 1998",21,"1,73 m",Spain,left,30.06.2022
alex-moreno,"Jun 8, 1993",26,"1,79 m",Spain,left,30.06.2024
pablo-de-blasis,"Feb 4, 1988",31,"1,65 m",Argentina,right,30.06.2020
roger-marti,"Jan 3, 1991",28,"1,79 m",Spain,right,30.06.2023
alexander-szymanowski,"Oct 13, 1988",31,"1,74 m",Argentina  Spain,left,30.06.2020
pipa,"Jan 26, 1998",21,"1,75 m",Spain,right,30.06.2022
sergio-alvarez,"Aug 3, 1986",33,"1,79 m",Spain,right,30.06.2020
joaquin-fernandez,"May 31, 1996",23,"1,90 m",Spain,left,30.06.2023
mario-gaspar,"Nov 24, 1990",28,"1,80 m",Spain,right,30.06.2023
francis-coquelin,"May 13, 1991",28,"1,77 m",France,right,30.06.2022
gonzalo-escalante,"Mar 27, 1993",26,"1,82 m",Argentina  Italy,right,30.06.2020
martin-odegaard,"Dec 17, 1998",20,"1,78 m",Norway,left,30.06.2021
emerson,"Jan 14, 1999",20,"1,83 m",Brazil,right,30.06.2021
stefan-savic,"Jan 8, 1991",28,"1,87 m",Montenegro  Serbia,right,30.06.2022
javi-eraso,"Mar 22, 1990",29,"1,82 m",Spain,right,30.06.2020
jose-gaya,"May 25, 1995",24,"1,72 m",Spain,left,30.06.2023
ante-budimir,"Jul 22, 1991",28,"1,90 m",Croatia,left,30.06.2023
carlos-neva,"Jun 12, 1996",23,"1,74 m",Spain,left,30.06.2021
andre-zambo-anguissa,"Nov 16, 1995",23,"1,84 m",Cameroon,right,30.06.2020
lillo-castellano,"Mar 27, 1989",30,"1,76 m",Spain,right,30.06.2020
mario-hermoso,"Jun 18, 1995",24,"1,84 m",Spain,left,30.06.2024
alberto-moreno,"Jul 5, 1992",27,"1,71 m",Spain,left,30.06.2024
aritz-aduriz,"Feb 11, 1981",38,"1,81 m",Spain,right,30.06.2020
jules-kounde,"Nov 12, 1998",21,"1,84 m",France  Benin,right,30.06.2024
hector-herrera,"Apr 19, 1990",29,"1,80 m",Mexico  Portugal,right,30.06.2022
leandro-chichizola,"Mar 27, 1990",29,"1,82 m",Argentina  Italy,right,30.06.2021
brahim-diaz,"Aug 3, 1999",20,"1,71 m",Spain  Morocco,both,30.06.2025
adrian-ramos,"Jan 22, 1986",33,"1,85 m",Colombia,right,30.06.2020
marc-pedraza,"Feb 6, 1987",32,"1,84 m",Spain,NaN,30.06.2020
javi-diaz,"May 15, 1997",22,"1,82 m",Spain,right,30.06.2021
charles,"Apr 4, 1984",35,"1,79 m",Brazil  Portugal,right,30.06.2020
willian-jose,"Nov 23, 1991",27,"1,89 m",Brazil  Spain,right,30.06.2024
marc-cardona,"Jul 8, 1995",24,"1,83 m",Spain,right,30.06.2023
luis-suarez,"Jan 24, 1987",32,"1,82 m",Uruguay  Italy,right,30.06.2021
vasyl-kravets,"Aug 20, 1997",22,"1,85 m",Ukraine,left,30.06.2023
sergio-ramos,"Mar 30, 1986",33,"1,84 m",Spain,right,30.06.2021
carlos-bacca,"Sep 8, 1986",33,"1,81 m",Colombia,right,30.06.2022
thierry-correia,"Mar 9, 1999",20,"1,79 m",Portugal,right,30.06.2024
naldo,"Aug 25, 1988",31,"1,88 m",Brazil  Italy,right,30.06.2020
mikel-merino,"Jun 22, 1996",23,"1,86 m",Spain,left,30.06.2023
eliaquim-mangala,"Feb 13, 1991",28,"1,87 m",France  Belgium,left,30.06.2021
raul-garcia,"Jul 11, 1986",33,"1,84 m",Spain,right,30.06.2021
dani-garcia,"May 24, 1990",29,"1,79 m",Spain,right,30.06.2022
fabri,"Dec 31, 1987",31,"1,84 m",Spain  Uruguay,NaN,30.06.2020
quini,"Sep 24, 1989",30,"1,78 m",Spain,right,30.06.2023
ivan-lopez,"Aug 23, 1993",26,"1,75 m",Spain,right,30.06.2020
antonio-raillo,"Oct 8, 1991",28,"1,87 m",Spain,NaN,30.06.2021
marcos-llorente,"Jan 30, 1995",24,"1,84 m",Spain,right,30.06.2024
antonio-barragan,"Jun 12, 1987",32,"1,86 m",Spain,right,30.06.2020
daniel-carvajal,"Jan 11, 1992",27,"1,73 m",Spain,right,30.06.2022
claudio-beauvue,"Apr 16, 1988",31,"1,74 m",Guadeloupe  France,right,30.06.2021
cristiano-piccini,"Sep 26, 1992",27,"1,89 m",Italy,right,30.06.2022
ruben-blanco,"Jul 25, 1995",24,"1,88 m",Spain,right,30.06.2023
david-garcia,"Feb 14, 1994",25,"1,85 m",Spain,right,30.06.2021
dimitrios-siovas,"Sep 16, 1988",31,"1,91 m",Greece,left,30.06.2021
rony-lopes,"Dec 28, 1995",23,"1,74 m",Portugal  Brazil,left,30.06.2024
marc-bartra,"Jan 15, 1991",28,"1,84 m",Spain,right,30.06.2023
pape-diop,"Mar 19, 1986",33,"1,80 m",Senegal  France,right,30.06.2021
bruno-gonzalez,"May 24, 1990",29,"1,84 m",Spain,right,30.06.2020
borja-sainz,"Feb 1, 2001",18,NaN,Spain,NaN,30.06.2023
oscar-melendo,"Aug 23, 1997",22,"1,67 m",Spain,left,30.06.2022
diego-carlos,"Mar 15, 1993",26,"1,86 m",Brazil,right,30.06.2024
allan-nyom,"May 10, 1988",31,"1,89 m",Cameroon  France,right,30.06.2021
aihen-munoz,"Aug 16, 1997",22,"1,75 m",Spain,left,30.06.2022
diego-llorente,"Aug 16, 1993",26,"1,86 m",Spain,right,30.06.2022
pedro-leon,"Nov 24, 1986",32,"1,83 m",Spain,right,30.06.2020
santiago-arias,"Jan 13, 1992",27,"1,77 m",Colombia,right,30.06.2023
gabriel-fernandez,"May 13, 1994",25,"1,86 m",Uruguay,right,30.06.2023
rodrigo,"Mar 6, 1991",28,"1,82 m",Spain  Brazil,left,30.06.2022
carles-alena,"Jan 5, 1998",21,"1,80 m",Spain,left,30.06.2022
damian-suarez,"Apr 27, 1988",31,"1,73 m",Uruguay  Spain,right,30.06.2022
youssef-en-nesyri,"Jun 1, 1997",22,"1,89 m",Morocco,both,30.06.2023
juan-soriano,"Aug 23, 1997",22,"1,85 m",Spain,NaN,30.06.2020
iker-muniain,"Dec 19, 1992",26,"1,69 m",Spain,right,30.06.2024
jorge-miramon,"Jun 2, 1989",30,"1,75 m",Spain,right,30.06.2021
ramon-azeez,"Dec 12, 1992",26,"1,70 m",Nigeria,right,30.06.2022
mubarak-wakaso,"Jul 25, 1990",29,"1,71 m",Ghana,left,30.06.2020
dani-parejo,"Apr 16, 1989",30,"1,82 m",Spain,right,30.06.2022
aridane-hernandez,"Mar 23, 1989",30,"1,88 m",Spain  Equatorial Guinea,right,30.06.2021
chimy-avila,"Feb 6, 1994",25,"1,72 m",Argentina,left,30.06.2023
juan-hernandez,"Dec 6, 1994",24,"1,77 m",Spain,left,30.06.2020
ruben-duarte,"Oct 18, 1995",24,"1,80 m",Spain,left,30.06.2023
alexander-isak,"Sep 21, 1999",20,"1,90 m",Sweden  Eritrea,right,30.06.2024
bruno-soriano,"Jun 12, 1984",35,"1,84 m",Spain,left,30.06.2020
manu-vallejo,"Feb 14, 1997",22,"1,67 m",Spain,right,30.06.2024
fernando-calero,"Sep 14, 1995",24,"1,84 m",Spain,right,30.06.2024
carlos-clerc,"Feb 21, 1992",27,"1,81 m",Spain,left,30.06.2022
kang-in-lee,"Feb 19, 2001",18,"1,73 m","Korea, South",left,30.06.2022
kevin-rodrigues,"Mar 5, 1994",25,"1,70 m",Portugal  France,left,30.06.2020
roberto-rosales,"Nov 20, 1988",30,"1,74 m",Venezuela  Spain,right,30.06.2021
guido-carrillo,"May 25, 1991",28,"1,91 m",Argentina  Italy,right,30.06.2020
eder-militao,"Jan 18, 1998",21,"1,86 m",Brazil,right,30.06.2025
alvaro-aguado,"May 1, 1996",23,"1,75 m",Spain,right,30.06.2023
lucas-vazquez,"Jul 1, 1991",28,"1,73 m",Spain,right,30.06.2021
sergi-roberto,"Feb 7, 1992",27,"1,78 m",Spain,right,30.06.2022
unai-garcia,"Sep 3, 1992",27,"1,86 m",Spain,left,30.06.2021
miquel-parera,"May 18, 1996",23,"1,82 m",Spain,right,30.06.2021
javi-sanchez,"Mar 14, 1997",22,"1,89 m",Spain,NaN,30.06.2020
moussa-wague,"Oct 4, 1998",21,"1,77 m",Senegal,right,30.06.2023
okay-yokuslu,"Mar 9, 1994",25,"1,91 m",Turkey,right,30.06.2023
javi-puado,"May 25, 1998",21,"1,77 m",Spain,right,30.06.2022
fede-varela,"Apr 18, 1997",22,"1,74 m",Argentina  Spain,right,30.06.2021
hugo-mallo,"Jun 22, 1991",28,"1,74 m",Spain,right,30.06.2023
lucas-ocampos,"Jul 11, 1994",25,"1,87 m",Argentina,both,30.06.2024
rodrigo-ely,"Nov 3, 1993",26,"1,88 m",Brazil  Italy,right,30.06.2021
carlos-soler,"Jan 2, 1997",22,"1,80 m",Spain,right,30.06.2021
ruben-pena,"Jul 18, 1991",28,"1,70 m",Spain,right,30.06.2024
darko-brasanac,"Feb 12, 1992",27,"1,78 m",Serbia,right,30.06.2022
ansu-fati,"Oct 31, 2002",17,"1,78 m",Spain,right,30.06.2022
nabil-fekir,"Jul 18, 1993",26,"1,73 m",France  Algeria,left,30.06.2023
karl-toko-ekambi,"Sep 14, 1992",27,"1,85 m",Cameroon  France,right,30.06.2023
neto,"Jul 19, 1989",30,"1,90 m",Brazil  Italy,right,30.06.2023
yoel-rodriguez,"Aug 28, 1988",31,"1,84 m",Spain,right,30.06.2021
mauro-arambarri,"Sep 30, 1995",24,"1,75 m",Uruguay,right,30.06.2023
andres-guardado,"Sep 28, 1986",33,"1,69 m",Mexico  Spain,left,30.06.2020
ariday-cabrera,"Sep 26, 1988",31,"1,72 m",Spain,right,30.06.2020
nemanja-radoja,"Feb 6, 1993",26,"1,86 m",Serbia,right,30.06.2022
andres-prieto,"Oct 17, 1993",26,"1,94 m",Spain,right,30.06.2021
munas-dabbur,"May 14, 1992",27,"1,82 m",Israel,right,30.06.2023
anaitz-arbilla,"May 15, 1987",32,"1,78 m",Spain,right,30.06.2021
sergio-alvarez,"Jan 23, 1992",27,"1,83 m",Spain,right,30.06.2022
inigo-cordoba,"Mar 13, 1997",22,"1,80 m",Spain,left,30.06.2022
pere-pons,"Feb 20, 1993",26,"1,77 m",Spain,right,30.06.2022
stanislav-lobotka,"Nov 25, 1994",24,"1,72 m",Slovakia,both,30.06.2023
lucas-olaza,"Jul 21, 1994",25,"1,76 m",Uruguay,left,30.06.2020
iddrisu-baba,"Jan 22, 1996",23,"1,82 m",Ghana,NaN,30.06.2024
neyder-lozano,"Mar 4, 1994",25,"1,85 m",Colombia,left,30.06.2022
aleix-febas,"Feb 22, 1996",23,"1,72 m",Spain,right,30.06.2023
luka-modric,"Sep 9, 1985",34,"1,72 m",Croatia,both,30.06.2020
cucho-hernandez,"Apr 22, 1999",20,"1,76 m",Colombia,right,30.06.2020
raul-garcia,"Apr 30, 1989",30,"1,79 m",Spain,left,30.06.2022
leo-suarez,"Mar 30, 1996",23,"1,67 m",Argentina  Spain,left,30.06.2020
asier-villalibre,"Sep 30, 1997",22,"1,84 m",Spain,left,30.06.2023
unai-nunez,"Jan 30, 1997",22,"1,86 m",Spain,right,30.06.2023
waldo-rubio,"Aug 17, 1995",24,"1,81 m",Spain,right,30.06.2022
asier-illarramendi,"Mar 8, 1990",29,"1,79 m",Spain,right,30.06.2023
nemanja-gudelj,"Nov 16, 1991",27,"1,87 m",Serbia  Netherlands,right,30.06.2023
lei-wu,"Nov 19, 1991",27,"1,74 m",China,right,31.12.2020
