Player,DOB,Age,Height,Country,Foot,ContractExp
andreas-cornelius,"Mar 16, 1993",26,"1,93 m",Denmark,left,30.06.2021
nehuen-paz,"Apr 28, 1993",26,"1,91 m",Argentina,left,30.06.2022
luigi-vitale,"Oct 5, 1987",32,"1,80 m",Italy,left,30.06.2021
cristiano-biraghi,"Sep 1, 1992",27,"1,85 m",Italy,left,30.06.2020
andrea-conti,"Mar 2, 1994",25,"1,84 m",Italy,right,30.06.2022
takehiro-tomiyasu,"Nov 5, 1998",21,"1,88 m",Japan,both,30.06.2024
dejan-kulusevski,"Apr 25, 2000",19,"1,86 m",Sweden  North Macedonia,left,30.06.2020
andrea-seculin,"Jul 14, 1990",29,"1,90 m",Italy,right,30.06.2020
samir,"Dec 5, 1994",24,"1,88 m",Brazil,left,30.06.2023
hidde-ter-avest,"May 20, 1997",22,"1,82 m",Netherlands,right,30.06.2022
riccardo-gagliolo,"Apr 28, 1990",29,"1,80 m",Sweden  Italy,left,30.06.2022
rodrigo-becao,"Jan 19, 1996",23,"1,91 m",Brazil,right,30.06.2024
wilfried-stephane-singo,"Dec 25, 2000",18,"1,91 m",Cote d'Ivoire,right,30.06.2022
leonardo-pavoletti,"Nov 26, 1988",30,"1,88 m",Italy,right,30.06.2022
giacomo-raspadori,"Feb 18, 2000",19,"1,72 m",Italy,both,30.06.2022
amin-younes,"Aug 6, 1993",26,"1,68 m",Germany  Lebanon,right,30.06.2023
gianluigi-donnarumma,"Feb 25, 1999",20,"1,96 m",Italy,right,30.06.2021
joao-pedro,"Mar 9, 1992",27,"1,84 m",Brazil  Portugal,right,30.06.2023
luka-dumancic,"Oct 27, 1998",21,"1,92 m",Croatia,left,30.06.2020
ruslan-malinovskyi,"May 4, 1993",26,"1,81 m",Ukraine,left,30.06.2024
simone-edera,"Jan 9, 1997",22,"1,74 m",Italy,left,30.06.2023
matteo-politano,"Aug 3, 1993",26,"1,71 m",Italy,left,30.06.2023
emanuele-ndoj,"Nov 20, 1996",22,"1,89 m",Albania  Italy,right,30.06.2022
jacob-rasmussen,"May 28, 1997",22,"1,90 m",Denmark,left,30.06.2023
musa-barrow,"Nov 14, 1998",21,"1,83 m",The Gambia,right,30.06.2023
biagio-meccariello,"Mar 27, 1991",28,"1,87 m",Italy,right,30.06.2021
ivan-vargic,"Mar 15, 1987",32,"1,92 m",Croatia,right,30.06.2020
riccardo-saponara,"Dec 21, 1991",27,"1,84 m",Italy,right,30.06.2020
suso,"Nov 19, 1993",25,"1,77 m",Spain,left,30.06.2022
nikola-milenkovic,"Oct 12, 1997",22,"1,95 m",Serbia,right,30.06.2022
nicolas-nkoulou,"Mar 27, 1990",29,"1,84 m",Cameroon,right,30.06.2021
pau-lopez,"Dec 13, 1994",24,"1,89 m",Spain,left,30.06.2024
marco-parolo,"Jan 25, 1985",34,"1,84 m",Italy,right,30.06.2020
jandrei,"Mar 1, 1993",26,"1,86 m",Brazil  Italy,right,-
matteo-pessina,"Apr 21, 1997",22,"1,83 m",Italy,left,30.06.2020
mert-muldur,"Apr 3, 1999",20,"1,88 m",Turkey  Austria,both,30.06.2024
orestis-karnezis,"Jul 11, 1985",34,"1,90 m",Greece,right,30.06.2021
robin-gosens,"Jul 5, 1994",25,"1,84 m",Germany  Netherlands,left,30.06.2022
alex-meret,"Mar 22, 1997",22,"1,90 m",Italy,left,30.06.2023
federico-marchetti,"Feb 7, 1983",36,"1,88 m",Italy,left,30.06.2020
lucas-leiva,"Jan 9, 1987",32,"1,79 m",Brazil  Italy,right,30.06.2022
filippo-romagna,"May 26, 1997",22,"1,85 m",Italy,right,30.06.2020
nicholas-opoku,"Nov 8, 1997",22,"1,90 m",Ghana,both,30.06.2022
andrea-la-mantia,"May 6, 1991",28,"1,90 m",Italy,right,30.06.2022
sebastiano-esposito,"Jul 2, 2002",17,"1,86 m",Italy,right,30.06.2022
thomas-strakosha,"Mar 19, 1995",24,"1,93 m",Albania,right,30.06.2022
gonzalo-higuain,"Dec 10, 1987",31,"1,84 m",Argentina  France,right,30.06.2021
silvio-proto,"May 23, 1983",36,"1,86 m",Belgium  Italy,right,30.06.2021
pietro-terracciano,"Mar 8, 1990",29,"1,93 m",Italy,right,30.06.2021
leonardo-spinazzola,"Mar 25, 1993",26,"1,86 m",Italy,right,30.06.2024
roberto-soriano,"Feb 8, 1991",28,"1,82 m",Italy  Germany,right,30.06.2023
bartosz-bereszynski,"Jul 12, 1992",27,"1,82 m",Poland,right,30.06.2023
davide-riccardi,"Apr 9, 1996",23,"1,86 m",Italy,right,30.06.2022
sebastian-cristoforo,"Aug 23, 1993",26,"1,73 m",Uruguay  Italy,right,30.06.2021
aleksa-terzic,"Aug 17, 1999",20,"1,84 m",Serbia,left,30.06.2023
valter-birsa,"Aug 7, 1986",33,"1,84 m",Slovenia,left,30.06.2020
denis-vavro,"Apr 10, 1996",23,"1,93 m",Slovakia,right,30.06.2024
albin-ekdal,"Jul 28, 1989",30,"1,86 m",Sweden,right,30.06.2021
rodrigo-bentancur,"Jun 25, 1997",22,"1,87 m",Uruguay,right,30.06.2024
georgios-kyriakopoulos,"Feb 5, 1996",23,"1,84 m",Greece,left,30.06.2020
paolo-farago,"Feb 12, 1993",26,"1,87 m",Italy,right,30.06.2022
kevin-bonifazi,"May 19, 1996",23,"1,87 m",Italy,right,30.06.2022
danilo,"Jul 15, 1991",28,"1,84 m",Brazil,right,30.06.2024
paulo-dybala,"Nov 15, 1993 Happy Birthday",26,"1,77 m",Argentina  Italy,left,30.06.2022
kalidou-koulibaly,"Jun 20, 1991",28,"1,87 m",Senegal  France,right,30.06.2023
salvatore-sirigu,"Jan 12, 1987",32,"1,92 m",Italy,right,30.06.2022
jaromir-zmrhal,"Aug 2, 1993",26,"1,89 m",Czech Republic,left,30.06.2023
theo-hernandez,"Oct 6, 1997",22,"1,84 m",France  Spain,left,30.06.2024
mattia-valoti,"Sep 6, 1993",26,"1,81 m",Italy,right,30.06.2021
mattia-zaccagni,"Jun 16, 1995",24,"1,76 m",Italy,right,30.06.2022
gian-marco-ferrari,"May 15, 1992",27,"1,89 m",Italy,left,30.06.2023
cengiz-under,"Jul 14, 1997",22,"1,73 m",Turkey,left,30.06.2023
yevhen-shakhov,"Nov 30, 1990",28,"1,89 m",Ukraine,right,30.06.2021
seko-fofana,"May 7, 1995",24,"1,83 m",Cote d'Ivoire  France,both,30.06.2022
eddie-salcedo,"Oct 1, 2001",18,"1,78 m",Italy  Colombia,right,30.06.2020
cristian-ansaldi,"Sep 20, 1986",33,"1,81 m",Argentina  Italy,both,30.06.2021
tommaso-augello,"Aug 30, 1994",25,"1,80 m",Italy,left,30.06.2020
andrea-favilli,"May 17, 1997",22,"1,91 m",Italy,right,30.06.2023
stefano-denswil,"May 7, 1993",26,"1,88 m",Netherlands  Suriname,left,30.06.2022
luca-siligardi,"Jan 26, 1988",31,"1,80 m",Italy,left,30.06.2022
yann-karamoh,"Jul 8, 1998",21,"1,85 m",France  Cote d'Ivoire,right,30.06.2020
luca-pellegrini,"Mar 7, 1999",20,"1,78 m",Italy,left,30.06.2020
christian-oliva,"Jun 1, 1996",23,"1,78 m",Uruguay,right,30.06.2023
alberto-cerri,"Apr 16, 1996",23,"1,94 m",Italy,right,30.06.2023
wesley,"Mar 13, 2000",19,"1,77 m",Brazil,right,30.06.2021
mohamed-fares,"Feb 15, 1996",23,"1,83 m",Algeria  France,left,30.06.2022
roger-ibanez,"Nov 23, 1998",20,"1,86 m",Brazil  Uruguay,right,30.06.2023
marko-jankovic,"Jul 9, 1995",24,"1,72 m",Montenegro  Serbia,left,30.06.2022
gabriele-moncini,"Apr 26, 1996",23,"1,83 m",Italy,right,30.06.2022
franck-ribery,"Apr 7, 1983",36,"1,70 m",France,right,30.06.2021
dries-mertens,"May 6, 1987",32,"1,69 m",Belgium,right,30.06.2020
stefan-de-vrij,"Feb 5, 1992",27,"1,89 m",Netherlands,right,30.06.2023
gianluca-pegolo,"Mar 25, 1981",38,"1,83 m",Italy,left,30.06.2020
mattia-viviani,"Sep 4, 2000",19,"1,83 m",Italy,right,30.06.2021
mario-pasalic,"Feb 9, 1995",24,"1,89 m",Croatia,right,30.06.2020
etrit-berisha,"Mar 10, 1989",30,"1,94 m",Albania  Sweden,left,30.06.2020
konstantinos-manolas,"Jun 14, 1991",28,"1,89 m",Greece,right,30.06.2024
giovanni-simeone,"Jul 5, 1995",24,"1,79 m",Argentina  Spain,right,30.06.2020
danilo,"May 10, 1984",35,"1,84 m",Brazil  Italy,right,30.06.2020
simone-verdi,"Jul 12, 1992",27,"1,74 m",Italy,both,30.06.2024
andrea-adorante,"Feb 5, 2000",19,"1,84 m",Italy,right,30.06.2023
enrico-alfonso,"May 4, 1988",31,"1,91 m",Italy,right,30.06.2021
kevin-agudelo,"Nov 14, 1998",21,"1,78 m",Colombia,left,30.06.2023
wladimiro-falcone,"Apr 12, 1995",24,"1,95 m",Italy,right,30.06.2020
antonin-barak,"Dec 3, 1994",24,"1,90 m",Czech Republic,left,30.06.2022
zan-majer,"Jul 25, 1992",27,"1,80 m",Slovenia,right,30.06.2022
josip-ilicic,"Jan 29, 1988",31,"1,90 m",Slovenia  Croatia,left,30.06.2020
alessandro-tripaldelli,"Feb 9, 1999",20,"1,82 m",Italy,left,30.06.2022
valentino-lazaro,"Mar 24, 1996",23,"1,80 m",Austria,right,30.06.2023
davide-biraschi,"Jul 2, 1994",25,"1,82 m",Italy,right,30.06.2022
pedro,"Jun 20, 1997",22,"1,85 m",Brazil,right,30.06.2024
nenad-tomovi%C4%87,"Aug 30, 1987",32,"1,84 m",Serbia,right,30.06.2020
morten-thorsby,"May 5, 1996",23,"1,89 m",Norway,right,30.06.2023
andrea-masiello,"Feb 5, 1986",33,"1,85 m",Italy,right,30.06.2021
simone-iacoponi,"Apr 30, 1987",32,"1,80 m",Italy,right,30.06.2022
riza-durmisi,"Jan 8, 1994",25,"1,68 m",Denmark  Albania,left,30.06.2023
rogerio,"Jan 13, 1998",21,"1,78 m",Brazil,left,30.06.2023
federico-di-francesco,"Jun 14, 1994",25,"1,71 m",Italy,right,30.06.2020
alessandro-semprini,"Feb 24, 1998",21,"1,82 m",Italy,right,30.06.2021
blaise-matuidi,"Apr 9, 1987",32,"1,80 m",France  Angola,left,30.06.2020
manolo-gabbiadini,"Nov 26, 1991",27,"1,81 m",Italy,left,30.06.2023
manuel-locatelli,"Jan 8, 1998",21,"1,86 m",Italy,right,30.06.2023
emil-audero,"Jan 18, 1997",22,"1,90 m",Italy,right,-
darko-lazovic,"Sep 15, 1990",29,"1,81 m",Serbia,right,30.06.2022
radja-nainggolan,"May 4, 1988",31,"1,75 m",Belgium,right,30.06.2020
mattia-de-sciglio,"Oct 20, 1992",27,"1,83 m",Italy,right,30.06.2022
jeremy-toljan,"Aug 8, 1994",25,"1,82 m",Germany  United States,right,30.06.2020
stefano-sturaro,"Mar 9, 1993",26,"1,81 m",Italy,right,-
mario-balotelli,"Aug 12, 1990",29,"1,89 m",Italy  Ghana,right,30.06.2022
mehdi-leris,"May 23, 1998",21,"1,86 m",France  Algeria,right,30.06.2024
valerio-verre,"Jan 11, 1994",25,"1,81 m",Italy,both,30.06.2020
luca-cigarini,"Jun 20, 1986",33,"1,75 m",Italy,right,30.06.2020
erick-pulgar,"Jan 15, 1994",25,"1,87 m",Chile,right,30.06.2023
lorenzo-andrenacci,"Jan 2, 1995",24,"1,85 m",Italy,right,-
lucas-biglia,"Jan 30, 1986",33,"1,78 m",Argentina  Italy,right,30.06.2020
alan-empereur,"Mar 10, 1994",25,"1,86 m",Brazil  Italy,left,30.06.2021
rodrigo-de-paul,"May 24, 1994",25,"1,80 m",Argentina  Italy,right,30.06.2024
fabrizio-cacciatore,"Oct 8, 1986",33,"1,82 m",Italy,right,30.06.2020
antonio-rosati,"Jun 26, 1983",36,"1,95 m",Italy,right,30.06.2021
sebastien-de-maio,"Mar 5, 1987",32,"1,90 m",France  Italy,right,30.06.2022
carlo-pinsoglio,"Mar 16, 1990",29,"1,94 m",Italy,left,30.06.2020
bremer,"Mar 18, 1997",22,"1,88 m",Brazil,right,30.06.2023
jeison-murillo,"May 27, 1992",27,"1,82 m",Colombia  Spain,right,30.06.2023
hirving-lozano,"Jul 30, 1995",24,"1,75 m",Mexico,right,30.06.2024
ignacio-pussetto,"Dec 21, 1995",23,"1,80 m",Argentina  Italy,right,30.06.2023
gary-medel,"Aug 3, 1987",32,"1,71 m",Chile  Spain,right,30.06.2022
juraj-kucka,"Feb 26, 1987",32,"1,86 m",Slovakia,right,30.06.2022
nikola-maksimovic,"Nov 25, 1991",27,"1,93 m",Serbia,right,30.06.2021
jacopo-sala,"Dec 5, 1991",27,"1,81 m",Italy,right,30.06.2020
andreas-skov-olsen,"Dec 29, 1999",19,"1,87 m",Denmark,left,30.06.2024
liam-henderson,"Apr 25, 1996",23,"1,83 m",Scotland,right,30.06.2022
filip-djuricic,"Jan 30, 1992",27,"1,81 m",Serbia,right,30.06.2022
ricardo-rodriguez,"Aug 25, 1992",27,"1,80 m",Switzerland  Chile,left,30.06.2021
ante-rebic,"Sep 21, 1993",26,"1,85 m",Croatia,right,30.06.2021
filippo-falco,"Feb 11, 1992",27,"1,71 m",Italy,left,30.06.2022
arkadiusz-reca,"Jun 17, 1995",24,"1,87 m",Poland,left,30.06.2020
karol-linetty,"Feb 2, 1995",24,"1,76 m",Poland,right,30.06.2021
romelu-lukaku,"May 13, 1993",26,"1,90 m",Belgium  DR Congo,left,30.06.2024
soualiho-meite,"Mar 17, 1994",25,"1,87 m",France  Cote d'Ivoire,right,30.06.2023
gonzalo-maroni,"Mar 18, 1999",20,"1,77 m",Argentina,right,30.06.2020
franck-kessie,"Dec 19, 1996",22,"1,83 m",Cote d'Ivoire,right,30.06.2022
mattia-caldara,"May 5, 1994",25,"1,87 m",Italy,right,30.06.2023
francesco-rossi,"Apr 27, 1991",28,"1,93 m",Italy,right,30.06.2021
luca-mazzitelli,"Nov 15, 1995 Happy Birthday",24,"1,84 m",Italy,right,30.06.2022
marco-calderoni,"Feb 18, 1989",30,"1,83 m",Italy,left,30.06.2020
justin-kluivert,"May 5, 1999",20,"1,71 m",Netherlands  Suriname,both,30.06.2023
andrea-pinamonti,"May 19, 1999",20,"1,85 m",Italy,right,30.06.2021
borja-valero,"Jan 12, 1985",34,"1,75 m",Spain,right,30.06.2020
jony,"Jul 9, 1991",28,"1,79 m",Spain,left,30.06.2023
filip-jagiello,"Aug 8, 1997",22,"1,82 m",Poland,both,30.06.2023
ragnar-klavan,"Oct 30, 1985",34,"1,87 m",Estonia,left,30.06.2020
riccardo-sottil,"Jun 3, 1999",20,"1,80 m",Italy,right,30.06.2021
nicola-murru,"Dec 16, 1994",24,"1,80 m",Italy,left,30.06.2022
kevin-malcuit,"Jul 31, 1991",28,"1,78 m",France  Morocco,right,30.06.2022
alessandro-matri,"Aug 19, 1984",35,"1,83 m",Italy,right,30.06.2020
nicolo-barella,"Feb 7, 1997",22,"1,72 m",Italy,right,30.06.2024
daniele-dessena,"May 10, 1987",32,"1,83 m",Italy,right,30.06.2021
fabian-ruiz,"Apr 3, 1996",23,"1,89 m",Spain,left,30.06.2023
javier-pastore,"Jun 20, 1989",30,"1,87 m",Argentina  Italy,right,30.06.2023
kevin-prince-boateng,"Mar 6, 1987",32,"1,86 m",Ghana  Germany,right,30.06.2021
federico-ceccherini,"May 11, 1992",27,"1,87 m",Italy,right,30.06.2023
amadou-diawara,"Jul 17, 1997",22,"1,83 m",Guinea,right,30.06.2024
bobby-adekanye,"Feb 14, 1999",20,"1,70 m",Netherlands  Nigeria,left,30.06.2022
allan,"Jan 8, 1991",28,"1,75 m",Brazil  Portugal,right,30.06.2023
pedro-obiang,"Mar 27, 1992",27,"1,86 m",Equatorial Guinea  Spain,right,-
nikola-kalinic,"Jan 5, 1988",31,"1,87 m",Croatia,both,30.06.2020
mattia-sprocati,"Apr 28, 1993",26,"1,78 m",Italy,both,-
fabio-pisacane,"Jan 28, 1986",33,"1,78 m",Italy,right,30.06.2021
alessio-romagnoli,"Jan 12, 1995",24,"1,88 m",Italy,left,30.06.2022
domenico-criscito,"Dec 30, 1986",32,"1,83 m",Italy,left,30.06.2022
faouzi-ghoulam,"Feb 1, 1991",28,"1,84 m",Algeria  France,left,30.06.2022
jose-callejon,"Feb 11, 1987",32,"1,78 m",Spain,right,30.06.2020
luigi-sepe,"May 8, 1991",28,"1,85 m",Italy,left,30.06.2020
lyanco,"Feb 1, 1997",22,"1,87 m",Brazil  Serbia,right,30.06.2024
alex-sandro,"Jan 26, 1991",28,"1,81 m",Brazil,left,30.06.2023
demba-thiam,"Mar 9, 1998",21,"2,02 m",Senegal,right,30.06.2020
jakub-jankto,"Jan 19, 1996",23,"1,84 m",Czech Republic,left,30.06.2023
gaston-ramirez,"Dec 2, 1990",28,"1,83 m",Uruguay,left,30.06.2021
antonio-barreca,"Mar 18, 1995",24,"1,80 m",Italy,left,30.06.2020
miralem-pjanic,"Apr 2, 1990",29,"1,80 m",Bosnia-Herzegovina  Luxembourg,right,30.06.2023
lukasz-skorupski,"May 5, 1991",28,"1,87 m",Poland,right,30.06.2023
alessandro-murgia,"Aug 9, 1996",23,"1,85 m",Italy,right,30.06.2024
simone-colombi,"Jul 1, 1991",28,"1,88 m",Italy,right,30.06.2022
nicolo-zaniolo,"Jul 2, 1999",20,"1,90 m",Italy,left,30.06.2024
hamed-junior-traore,"Feb 16, 2000",19,"1,84 m",Cote d'Ivoire,both,30.06.2021
stefano-sabelli,"Jan 13, 1993",26,"1,80 m",Italy,right,30.06.2021
salvatore-bocchetti,"Nov 30, 1986",32,"1,86 m",Italy,left,30.06.2021
stefan-radu,"Oct 22, 1986",33,"1,83 m",Romania,left,30.06.2021
robin-olsen,"Jan 8, 1990",29,"1,96 m",Sweden  Denmark,right,30.06.2020
gabriel,"Sep 27, 1992",27,"1,93 m",Brazil,right,30.06.2021
german-pezzella,"Jun 27, 1991",28,"1,87 m",Argentina  Italy,right,30.06.2022
luca-rossettini,"May 9, 1985",34,"1,87 m",Italy,right,30.06.2021
alessandro-bastoni,"Apr 13, 1999",20,"1,90 m",Italy,left,30.06.2023
lorenzo-pirola,"Feb 20, 2002",17,"1,85 m",Italy,left,-
domenico-berardi,"Aug 1, 1994",25,"1,83 m",Italy,left,30.06.2024
marco-dalessandro,"Feb 17, 1991",28,"1,73 m",Italy,right,30.06.2020
pierluigi-gollini,"Mar 18, 1995",24,"1,88 m",Italy,right,30.06.2023
lorenzo-venuti,"Apr 12, 1995",24,"1,79 m",Italy,right,30.06.2024
papu-gomez,"Feb 15, 1988",31,"1,65 m",Argentina  Italy,right,30.06.2022
daniele-padelli,"Oct 25, 1985",34,"1,91 m",Italy,right,30.06.2020
emanuele-rovini,"Feb 20, 1995",24,"1,70 m",Italy,left,30.06.2020
valon-berisha,"Feb 7, 1993",26,"1,76 m",Kosovo  Norway,right,30.06.2023
gianni-munari,"Jun 24, 1983",36,"1,90 m",Italy,right,-
