Player,DOB,Age,Height,Country,Foot,ContractExp
achraf-hakimi,"Nov 4, 1998",21,"1,81 m",Morocco  Spain,right,30.06.2020
jamilu-collins,"Aug 5, 1994",25,"1,83 m",Nigeria,left,30.06.2021
dodi-lukebakio,"Sep 24, 1997",22,"1,87 m",Belgium  DR Congo,left,30.06.2024
lukas-rupp,"Jan 8, 1991",28,"1,78 m",Germany,right,30.06.2020
dennis-jastrzembski,"Feb 20, 2000",19,"1,82 m",Germany  Poland,NaN,30.06.2021
stephan-lichtsteiner,"Jan 16, 1984",35,"1,82 m",Switzerland,right,30.06.2020
ridle-baku,"Apr 8, 1998",21,"1,76 m",Germany  DR Congo,right,30.06.2022
dennis-smarsch,"Jan 14, 1999",20,"1,95 m",Germany,both,30.06.2021
robin-koch,"Jul 17, 1996",23,"1,92 m",Germany,right,30.06.2021
christian-gunter,"Feb 28, 1993",26,"1,85 m",Germany,left,30.06.2022
christopher-nkunku,"Nov 14, 1997 Happy Birthday",22,"1,75 m",France  DR Congo,right,30.06.2024
matthias-bader,"Jun 17, 1997",22,"1,76 m",Germany,right,30.06.2021
philipp-bargfrede,"Mar 3, 1989",30,"1,74 m",Germany,right,30.06.2022
alphonso-davies,"Nov 2, 2000",19,"1,81 m",Canada  Liberia,left,30.06.2023
timo-werner,"Mar 6, 1996",23,"1,81 m",Germany,right,30.06.2023
karim-rekik,"Dec 2, 1994",24,"1,86 m",Netherlands  Tunisia,left,30.06.2021
daishawn-redan,"Feb 2, 2001",18,"1,76 m",Netherlands  Suriname,right,30.06.2024
david-abraham,"Jul 15, 1986",33,"1,88 m",Argentina  Italy,right,30.06.2021
daley-sinkgraven,"Jul 4, 1995",24,"1,79 m",Netherlands,left,30.06.2023
daniel-baier,"May 18, 1984",35,"1,76 m",Germany,right,30.06.2020
christian-strohdiek,"Jan 22, 1988",31,"1,92 m",Germany,right,30.06.2021
marco-hoger,"Sep 16, 1989",30,"1,82 m",Germany,right,30.06.2021
peter-pekarik,"Oct 30, 1986",33,"1,77 m",Slovakia,right,30.06.2020
kelvin-ofori,"Jul 27, 2001",18,NaN,Ghana,left,30.06.2022
christopher-antwi-adjei,"Feb 7, 1994",25,"1,73 m",Ghana  Germany,right,30.06.2021
sebastian-rudy,"Feb 28, 1990",29,"1,80 m",Germany,right,30.06.2020
joshua-brenet,"Mar 20, 1994",25,"1,81 m",Netherlands  Curacao,right,30.06.2022
phillip-menzel,"Aug 18, 1998",21,"1,92 m",Germany,right,30.06.2021
ben-zolinski,"May 3, 1992",27,"1,81 m",Germany,right,30.06.2020
patrik-schick,"Jan 24, 1996",23,"1,85 m",Czech Republic,left,30.06.2020
sven-bender,"Apr 27, 1989",30,"1,86 m",Germany,right,30.06.2021
ademola-lookman,"Oct 20, 1997",22,"1,74 m",England  Nigeria,right,30.06.2024
luca-kilian,"Sep 1, 1999",20,"1,90 m",Germany,right,30.06.2021
willi-orban,"Nov 3, 1992",27,"1,86 m",Hungary  Germany,right,30.06.2022
marius-wolf,"May 27, 1995",24,"1,87 m",Germany,right,30.06.2020
benito-raman,"Nov 7, 1994",25,"1,72 m",Belgium,right,30.06.2024
georg-teigl,"Feb 9, 1991",28,"1,83 m",Austria,right,30.06.2022
joshua-kimmich,"Feb 8, 1995",24,"1,76 m",Germany,right,30.06.2023
kevin-stoger,"Aug 27, 1993",26,"1,75 m",Austria,left,30.06.2020
lasse-sobiech,"Jan 18, 1991",28,"1,96 m",Germany,right,30.06.2022
felix-wiedwald,"Mar 15, 1990",29,"1,90 m",Germany,right,30.06.2021
jurgen-locadia,"Nov 7, 1993",26,"1,85 m",Netherlands  Curacao,right,30.06.2020
wendell,"Jul 20, 1993",26,"1,78 m",Brazil,left,30.06.2021
denis-zakaria,"Nov 20, 1996",22,"1,91 m",Switzerland  DR Congo,right,30.06.2022
jonas-hector,"May 27, 1990",29,"1,85 m",Germany,left,30.06.2023
stefan-ilsanker,"May 18, 1989",30,"1,89 m",Austria,right,30.06.2020
marcus-thuram,"Aug 6, 1997",22,"1,92 m",France  Guadeloupe,right,30.06.2023
nuri-sahin,"Sep 5, 1988",31,"1,80 m",Turkey  Germany,left,30.06.2020
benjamin-pavard,"Mar 28, 1996",23,"1,86 m",France,right,30.06.2024
sebastian-andersson,"Jul 15, 1991",28,"1,90 m",Sweden,right,30.06.2020
amir-abrashi,"Mar 27, 1990",29,"1,70 m",Albania  Switzerland,right,30.06.2020
yoric-ravet,"Sep 12, 1989",30,"1,78 m",France,right,30.06.2021
philipp-lienhart,"Jul 11, 1996",23,"1,89 m",Austria,right,30.06.2022
alexander-stolz,"Oct 13, 1983",36,"1,89 m",Germany,right,30.06.2020
jeremiah-st-juste,"Oct 19, 1996",23,"1,86 m",Netherlands  St. Kitts & Nevis,right,30.06.2023
nabil-bentaleb,"Nov 24, 1994",24,"1,87 m",Algeria  France,left,30.06.2021
manuel-gulde,"Feb 12, 1991",28,"1,84 m",Germany,right,30.06.2022
matthias-ginter,"Jan 19, 1994",25,"1,91 m",Germany,right,30.06.2021
sven-ulreich,"Aug 3, 1988",31,"1,92 m",Germany,right,30.06.2021
mads-bidstrup,"Feb 25, 2001",18,NaN,Denmark,right,30.06.2023
fin-bartels,"Feb 7, 1987",32,"1,76 m",Germany,right,30.06.2020
dominick-drexler,"May 26, 1990",29,"1,82 m",Germany,right,30.06.2022
lucas-ribeiro,"Jan 19, 1999",20,"1,90 m",Brazil,NaN,30.06.2023
yuya-osako,"May 18, 1990",29,"1,82 m",Japan,right,30.06.2022
pascal-kopke,"Sep 3, 1995",24,"1,77 m",Germany,right,30.06.2022
birger-verstraete,"Apr 16, 1994",25,"1,75 m",Belgium,right,30.06.2023
dejan-joveljic,"Aug 7, 1999",20,"1,82 m",Serbia  Bosnia-Herzegovina,right,30.06.2024
guido-burgstaller,"Apr 29, 1989",30,"1,87 m",Austria,right,30.06.2022
rafael-czichos,"May 14, 1990",29,"1,87 m",Germany,left,30.06.2022
marcel-sabitzer,"Mar 17, 1994",25,"1,77 m",Austria,right,30.06.2022
tony-jantschke,"Apr 7, 1990",29,"1,77 m",Germany,right,30.06.2021
erik-durm,"May 12, 1992",27,"1,83 m",Germany,right,30.06.2023
javairo-dilrosun,"Jun 22, 1998",21,"1,75 m",Netherlands  Suriname,left,30.06.2022
lucas-alario,"Oct 8, 1992",27,"1,84 m",Argentina  Italy,right,30.06.2022
aymen-barkok,"May 21, 1998",21,"1,88 m",Germany  Morocco,right,30.06.2020
matthias-zimmermann,"Jun 16, 1992",27,"1,77 m",Germany,right,30.06.2024
mark-uth,"Aug 24, 1991",28,"1,85 m",Germany,left,30.06.2022
florian-kastenmeier,"Jun 28, 1997",22,"1,92 m",Germany,right,30.06.2022
keanan-bennetts,"Mar 9, 1999",20,"1,83 m",England  Germany,left,30.06.2022
marco-friedl,"Mar 16, 1998",21,"1,87 m",Austria,left,30.06.2022
darko-churlinov,"Jul 11, 2000",19,"1,80 m",North Macedonia,right,30.06.2020
robin-zentner,"Oct 28, 1994",25,"1,95 m",Germany,right,30.06.2021
philipp-pentke,"May 1, 1985",34,"1,91 m",Germany,right,30.06.2021
robert-lewandowski,"Aug 21, 1988",31,"1,84 m",Poland,right,30.06.2023
mitchell-weiser,"Apr 21, 1994",25,"1,77 m",Germany,right,30.06.2023
benjamin-hubner,"Jul 4, 1989",30,"1,93 m",Germany,left,30.06.2022
georgios-siadas,"Dec 27, 1999",19,"1,80 m",Germany  Greece,left,30.06.2021
merveille-papela,"Jan 18, 2001",18,"1,74 m",Germany,right,30.06.2023
rune-jarstein,"Sep 29, 1984",35,"1,92 m",Norway,right,30.06.2021
florian-hubner,"Mar 1, 1991",28,"1,93 m",Germany,right,30.06.2020
michael-rensing,"May 14, 1984",35,"1,90 m",Germany,right,30.06.2020
nico-elvedi,"Sep 30, 1996",23,"1,87 m",Switzerland,right,30.06.2021
paco-alcacer,"Aug 30, 1993",26,"1,75 m",Spain,right,30.06.2023
noah-katterbach,"Apr 13, 2001",18,"1,78 m",Germany,left,30.06.2021
nadiem-amiri,"Oct 27, 1996",23,"1,80 m",Germany  Afghanistan,right,30.06.2024
bas-dost,"May 31, 1989",30,"1,96 m",Netherlands,right,30.06.2022
bernard-tekpetey,"Sep 3, 1997",22,"1,72 m",Ghana,right,30.06.2021
abdelhamid-sabiri,"Nov 28, 1996",22,"1,86 m",Germany  Morocco,right,30.06.2021
fabian-reese,"Nov 29, 1997",21,"1,87 m",Germany,right,30.06.2020
jorge-mere,"Apr 17, 1997",22,"1,82 m",Spain,right,30.06.2023
markus-suttner,"Apr 16, 1987",32,"1,79 m",Austria,left,30.06.2020
alfred-finnbogason,"Feb 1, 1989",30,"1,84 m",Iceland,right,30.06.2022
moussa-niakhate,"Mar 8, 1996",23,"1,90 m",France  Mali,left,30.06.2023
ismail-jakobs,"Aug 17, 1999",20,"1,84 m",Germany,both,30.06.2021
joel-pohjanpalo,"Sep 13, 1994",25,"1,84 m",Finland,right,30.06.2022
jadon-sancho,"Mar 25, 2000",19,"1,80 m",England,right,30.06.2022
niklas-hauptmann,"Jun 27, 1996",23,"1,76 m",Germany,left,30.06.2023
thiago,"Apr 11, 1991",28,"1,74 m",Spain  Brazil,right,30.06.2021
erik-thommy,"Aug 20, 1994",25,"1,75 m",Germany,right,30.06.2020
david-philipp,"Apr 10, 2000",19,"1,80 m",Germany,both,30.06.2022
niclas-fullkrug,"Feb 9, 1993",26,"1,89 m",Germany,right,30.06.2023
ozan-kabak,"Mar 25, 2000",19,"1,86 m",Turkey,right,30.06.2024
christopher-lenz,"Sep 22, 1994",25,"1,80 m",Germany,left,30.06.2021
marcel-sobottka,"Apr 25, 1994",25,"1,85 m",Germany,right,30.06.2022
maurice-opfermann-arcones,"Jun 16, 2000",19,"1,72 m",Germany  Spain,,30.06.2021
lucas-hernandez,"Feb 14, 1996",23,"1,82 m",France  Spain,left,30.06.2024
matija-nastasic,"Mar 28, 1993",26,"1,88 m",Serbia,left,30.06.2022
josuha-guilavogui,"Sep 19, 1990",29,"1,88 m",France  Guinea,right,30.06.2023
breel-embolo,"Feb 14, 1997",22,"1,84 m",Switzerland  Cameroon,right,30.06.2023
leon-bailey,"Aug 9, 1997",22,"1,78 m",Jamaica,left,30.06.2023
steven-zuber,"Aug 17, 1991",28,"1,82 m",Switzerland,right,30.06.2020
nico-schulz,"Apr 1, 1993",26,"1,80 m",Germany  Italy,left,30.06.2024
pierre-kunde-malong,"Jul 26, 1995",24,"1,80 m",Cameroon,right,30.06.2022
michael-langer,"Jan 6, 1985",34,"1,95 m",Austria,right,30.06.2021
djibril-sow,"Feb 6, 1997",22,"1,84 m",Switzerland  Senegal,right,30.06.2024
thomas-pledl,"May 23, 1994",25,"1,74 m",Germany,right,30.06.2021
mathew-leckie,"Feb 4, 1991",28,"1,81 m",Australia,right,30.06.2021
nico-schlotterbeck,"Dec 1, 1999",19,"1,91 m",Germany,left,30.06.2022
suleiman-abdullahi,"Dec 10, 1996",22,"1,85 m",Nigeria,right,30.06.2022
nordi-mukiele,"Nov 1, 1997",22,"1,85 m",France  DR Congo,right,30.06.2023
kevin-trapp,"Jul 8, 1990",29,"1,89 m",Germany,right,30.06.2024
moritz-nicolas,"Oct 21, 1997",22,"1,93 m",Germany,right,30.06.2021
jacob-bruun-larsen,"Sep 19, 1998",21,"1,83 m",Denmark,right,30.06.2021
lars-bender,"Apr 27, 1989",30,"1,85 m",Germany,right,30.06.2021
florian-grillitsch,"Aug 7, 1995",24,"1,87 m",Austria,right,30.06.2022
julian-weigl,"Sep 8, 1995",24,"1,86 m",Germany,right,30.06.2021
dan-axel-zagadou,"Jun 3, 1999",20,"1,96 m",France  Cote d'Ivoire,left,30.06.2022
fabian-johnson,"Dec 11, 1987",31,"1,83 m",United States  Germany,right,30.06.2020
davor-lovren,"Oct 3, 1998",21,"1,72 m",Croatia,left,30.06.2023
manuel-neuer,"Mar 27, 1986",33,"1,93 m",Germany,right,30.06.2021
weston-mckennie,"Aug 28, 1998",21,"1,85 m",United States,right,30.06.2024
florian-flecker,"Oct 29, 1995",24,"1,77 m",Austria,right,30.06.2021
leo-oppermann,"Aug 28, 2001",18,NaN,Germany,NaN,30.06.2020
keven-schlotterbeck,"Apr 28, 1997",22,"1,89 m",Germany,left,30.06.2020
alexander-schwolow,"Jun 2, 1992",27,"1,90 m",Germany,right,-
william,"Apr 3, 1995",24,"1,76 m",Brazil,right,30.06.2022
tomas-koubek,"Aug 26, 1992",27,"1,97 m",Czech Republic,right,30.06.2024
jan-luca-rumpf,"Jul 8, 1999",20,"1,92 m",Germany,right,30.06.2021
akaki-gogia,"Jan 18, 1992",27,"1,78 m",Germany  Georgia,both,30.06.2021
palko-dardai,"Apr 24, 1999",20,"1,78 m",Germany  Hungary,left,30.06.2021
hannes-wolf,"Apr 16, 1999",20,"1,79 m",Austria,left,30.06.2024
sebastian-polter,"Apr 1, 1991",28,"1,92 m",Germany,right,30.06.2020
lukas-kubler,"Aug 30, 1992",27,"1,82 m",Germany,right,30.06.2020
shinta-appelkamp,"Nov 1, 2000",19,"1,75 m",Japan  Germany,right,30.06.2021
kevin-mohwald,"Jul 3, 1993",26,"1,83 m",Germany,right,30.06.2021
joshua-mees,"Apr 15, 1996",23,"1,80 m",Germany,both,30.06.2021
peter-gulacsi,"May 6, 1990",29,"1,90 m",Hungary,right,30.06.2023
omer-hanin,"May 14, 1998",21,"1,92 m",Israel  Portugal,both,30.06.2023
jean-philippe-mateta,"Jun 28, 1997",22,"1,92 m",France  DR Congo,right,30.06.2023
niklas-sule,"Sep 3, 1995",24,"1,95 m",Germany,right,30.06.2022
johannes-eggestein,"May 8, 1998",21,"1,83 m",Germany,right,30.06.2022
nicolai-rapp,"Dec 13, 1996",22,"1,86 m",Germany,right,30.06.2022
kaan-ayhan,"Nov 10, 1994",25,"1,85 m",Turkey  Germany,right,30.06.2022
lars-lukas-mai,"Mar 31, 2000",19,"1,90 m",Germany,right,30.06.2022
oliver-fink,"Jun 6, 1982",37,"1,87 m",Germany,right,30.06.2020
lukas-hradecky,"Nov 24, 1989",29,"1,92 m",Finland  Slovakia,right,30.06.2023
jhon-cordoba,"May 11, 1993",26,"1,88 m",Colombia,right,30.06.2021
benjamin-goller,"Jan 1, 1999",20,"1,80 m",Germany,right,-
philipp-max,"Sep 30, 1993",26,"1,77 m",Germany,left,30.06.2022
neven-subotic,"Dec 10, 1988",30,"1,93 m",Germany  Serbia,right,30.06.2021
luca-itter,"Jan 5, 1999",20,"1,83 m",Germany,left,-
nils-stendera,"Sep 30, 2000",19,"1,77 m",Germany,NaN,30.06.2022
diego-contento,"May 1, 1990",29,"1,77 m",Germany  Italy,left,30.06.2020
christian-gentner,"Aug 14, 1985",34,"1,89 m",Germany,right,30.06.2020
florian-neuhaus,"Mar 16, 1997",22,"1,84 m",Germany,right,30.06.2021
ignacio-camacho,"May 4, 1990",29,"1,82 m",Spain,right,30.06.2021
niklas-moisander,"Sep 29, 1985",34,"1,83 m",Finland,left,30.06.2020
florian-kath,"Oct 21, 1994",25,"1,86 m",Germany,left,30.06.2020
sebastian-langkamp,"Jan 15, 1988",31,"1,91 m",Germany,right,30.06.2020
stefan-posch,"May 14, 1997",22,"1,88 m",Austria,right,30.06.2023
michael-cuisance,"Aug 16, 1999",20,"1,81 m",France,left,30.06.2024
julian-ryerson,"Nov 17, 1997",21,"1,83 m",Norway  United States,right,30.06.2021
vincenzo-grifo,"Apr 7, 1993",26,"1,80 m",Italy  Germany,right,-
andreas-poulsen,"Oct 13, 1999",20,"1,88 m",Denmark,left,30.06.2023
sebastian-rode,"Oct 11, 1990",29,"1,79 m",Germany,right,30.06.2024
daniel-ginczek,"Apr 13, 1991",28,"1,91 m",Germany,right,30.06.2022
michael-lang,"Feb 8, 1991",28,"1,85 m",Switzerland,right,30.06.2020
moussa-diaby,"Jul 7, 1999",20,"1,70 m",France  Mali,left,30.06.2024
mahmoud-dahoud,"Jan 1, 1996",23,"1,77 m",Germany  Syria,right,30.06.2022
maximilian-eggestein,"Dec 8, 1996",22,"1,81 m",Germany,right,30.06.2023
davy-klaassen,"Feb 21, 1993",26,"1,81 m",Netherlands,right,30.06.2022
rabbi-matondo,"Sep 9, 2000",19,"1,75 m",Wales  England,right,30.06.2023
ramazan-ozcan,"Jun 28, 1984",35,"1,87 m",Austria,left,30.06.2020
michael-ratajczak,"Apr 16, 1982",37,"1,88 m",Germany,right,30.06.2020
marco-richter,"Nov 24, 1997",21,"1,76 m",Germany,right,30.06.2023
omer-toprak,"Jul 21, 1989",30,"1,87 m",Turkey  Germany,right,30.06.2020
fabrice-hartmann,"Mar 2, 2001",18,"1,78 m",Germany,left,30.06.2021
sebastiaan-bornauw,"Mar 22, 1999",20,"1,91 m",Belgium,right,30.06.2024
rafal-gikiewicz,"Oct 26, 1987",32,"1,90 m",Poland,right,30.06.2020
aaron-seydel,"Feb 7, 1996",23,"1,99 m",Germany,both,30.06.2021
andre-hahn,"Aug 13, 1990",29,"1,85 m",Germany,right,30.06.2022
simon-straudi,"Jan 27, 1999",20,"1,76 m",Italy,right,30.06.2022
seong-hoon-cheon,"Sep 21, 2000",19,"1,90 m","Korea, South",NaN,30.06.2023
lukas-klunter,"May 26, 1996",23,"1,84 m",Germany,right,30.06.2022
jonathan-tah,"Feb 11, 1996",23,"1,95 m",Germany  Cote d'Ivoire,right,30.06.2023
florian-baak,"Mar 18, 1999",20,"1,91 m",Germany,right,30.06.2021
kevin-vogt,"Sep 23, 1991",28,"1,94 m",Germany,right,30.06.2022
tobias-strobl,"May 12, 1990",29,"1,88 m",Germany,right,30.06.2020
manuel-akanji,"Jul 19, 1995",24,"1,86 m",Switzerland  Nigeria,right,30.06.2022
